"annotation_id","annotator","comment","created_at","id","lead_time","rating","taxonomy","updated_at","Вопрос решен","Качество выполненной работы","Компетентность работника в общение ","Не удовлетворен","Скорость выполненной работы","Скорость ответа работника после запроса"
65,"1","Спасибо!","2025-05-09T16:22:18.096176Z",3832952,1.842,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:22:18.096176Z","","","","","",""
66,"1","Проблема решена, ручки на окна поставили._x000D_
Спасибо за обратную связь!","2025-05-09T16:22:23.158668Z",3834081,4.033,5,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]","2025-05-09T16:22:23.158668Z","","","","","",""
67,"1","Благодарю за проделанную работу! ","2025-05-09T16:22:26.641075Z",3835748,5.509,5,"[{""taxonomy"":[[""Вопрос решен""],[""Качество выполненной работы""]]}]","2025-05-09T16:22:30.078625Z","","","","","",""
68,"1","надеюсь и причину устранили, а то после первого дождя будет тоже самое..","2025-05-09T16:22:42.949866Z",3835874,21.442999999999998,5,"[{""taxonomy"":[[""Вопрос решен""],[""Не удовлетворен""],[""Не понравилось качество""]]}]","2025-05-10T12:44:11.951841Z","","","","","",""
69,"1","Спасибо, всё чётко.","2025-05-09T16:22:46.152464Z",3839647,2.437,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:22:46.152464Z","","","","","",""
70,"1","Благодарю ","2025-05-09T16:22:49.063068Z",3840353,1.806,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:22:49.063068Z","","","","","",""
71,"1","Спасибо Сергей ! ))))","2025-05-09T16:22:57.020058Z",3841026,10.018,5,"[{""taxonomy"":[[""Вопрос решен""],[""Качество работы сотрудника""]]}]","2025-05-10T12:47:16.705908Z","","","","","",""
72,"1","Михаил отличный мастер своего дела. Сделал быстро, чисто, дал рекомендации)","2025-05-09T16:23:02.597261Z",3842440,10.754000000000001,5,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""],[""Качество выполненной работы""],[""Качество работы сотрудника""]]}]","2025-05-10T12:47:24.835779Z","","","","","",""
73,"1","хоть что то сделали 👍👏","2025-05-09T16:23:06.528135Z",3842790,2.954,5,"[{""taxonomy"":[[""Вопрос решен""],[""Не удовлетворен""]]}]","2025-05-09T16:23:06.528135Z","","","","","",""
74,"1","спасибо)","2025-05-09T16:23:10.133812Z",3843760,2.666,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:23:10.133812Z","","","","","",""
75,"1","профессионально, быстро. очень приятный мастер","2025-05-09T16:23:14.373055Z",3844645,6.503,5,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Вопрос решен""],[""Качество работы сотрудника""]]}]","2025-05-10T12:47:53.105215Z","","","","","",""
76,"1","спасибо! ","2025-05-09T16:23:17.073813Z",3846820,1.92,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:23:17.073813Z","","","","","",""
77,"1","Спасибо, вопрос решили, всё стало нормально ","2025-05-09T16:23:22.732328Z",3846831,4.507,5,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]","2025-05-09T16:23:22.732328Z","","","","","",""
78,"1","Татьяна Владимировна большое вам спасибо!!!! ","2025-05-09T16:23:30.690584Z",3848236,7.176,5,"[{""taxonomy"":[[""Компетентность работника в общение""],[""Вопрос решен""]]}]","2025-05-09T16:23:30.690584Z","","","","","",""
79,"1","спасибо! ","2025-05-09T16:23:33.449405Z",3850021,1.945,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:23:33.449405Z","","","","","",""
80,"1","спасибо за  быстрый ответ! _x000D_
_x000D_
_x000D_
","2025-05-09T16:23:39.946341Z",3850118,5.566,1,"[{""taxonomy"":[[""Вопрос решен""],[""Скорость ответа работника после запроса""]]}]","2025-05-09T16:23:39.946341Z","","","","","",""
81,"1","Огромное спасибо вам от всего подъезда!!!   )))))","2025-05-09T16:23:45.480015Z",3852179,4.807,5,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]","2025-05-09T16:23:45.480015Z","","","","","",""
82,"1","спасибо!)","2025-05-09T16:23:48.354894Z",3852743,1.673,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:23:48.354894Z","","","","","",""
83,"1","спасибо ","2025-05-09T16:23:50.815778Z",3852975,1.9,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:23:50.815778Z","","","","","",""
84,"1","Все отлично ","2025-05-09T16:23:54.233796Z",3854073,2.485,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:23:54.233796Z","","","","","",""
85,"1","свершилось","2025-05-09T16:23:56.810444Z",3856028,1.972,1,"[{""taxonomy"":[[""Вопрос решен""],[""Не удовлетворен""]]}]","2025-05-09T16:23:56.810444Z","","","","","",""
86,"1","Спасибо мастеру ","2025-05-09T16:24:02.086750Z",3859764,4.694,5,"[{""taxonomy"":[[""Вопрос решен""],[""Компетентность работника в общение""]]}]","2025-05-09T16:24:02.086750Z","","","","","",""
87,"1","спасибо, Вам, среагировали оперативно/быстро, а так же всё время были на связи🤝","2025-05-09T16:24:23.367553Z",3859780,19.394,5,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""],[""Компетентность работника в общение""]]}]","2025-05-09T16:24:23.367553Z","","","","","",""
88,"1","Среагировали быстро, благодарю ","2025-05-09T16:24:34.116705Z",3860248,4.504,5,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]","2025-05-09T16:24:34.116705Z","","","","","",""
89,"1","Спасибо за оперативность!","2025-05-09T16:24:52.604115Z",3860900,17.786,5,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]","2025-05-09T16:24:52.604115Z","","","","","",""
90,"1","Отличный мастер!","2025-05-09T16:25:06.296003Z",3862448,14.661999999999999,5,"[{""taxonomy"":[[""Вопрос решен""],[""Качество выполненной работы""],[""Качество работы сотрудника""]]}]","2025-05-10T12:48:18.328242Z","","","","","",""
91,"1","Спасибо! По крайней мере, по ночам пока шума не слышно.","2025-05-09T16:25:13.676711Z",3863351,6.646,5,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]","2025-05-09T16:25:13.676711Z","","","","","",""
92,"1","Быстро ","2025-05-09T16:25:16.715561Z",3863609,2.395,5,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]","2025-05-09T16:25:16.715561Z","","","","","",""
93,"1","Спасибо за своевременное выполнение заявки...","2025-05-09T16:25:38.944029Z",3866829,6.008,5,"[{""taxonomy"":[[""Вопрос решен""],[""Скорость выполненной работы""]]}]","2025-05-09T16:25:38.944029Z","","","","","",""
94,"1","все сделали быстро. спасибо ","2025-05-09T16:26:17.068698Z",3866867,6.099,5,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]","2025-05-09T16:26:17.068698Z","","","","","",""
95,"1","всё отлично 👍","2025-05-09T16:26:19.557322Z",3868883,1.77,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:26:19.557322Z","","","","","",""
96,"1","Спасибо ","2025-05-09T16:26:22.407175Z",3871379,1.913,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:26:22.407175Z","","","","","",""
97,"1","Большое спасибо Александру,за оперативность и профессионализм ","2025-05-09T16:26:26.208912Z",3872124,5.621,5,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Вопрос решен""],[""Качество работы сотрудника""]]}]","2025-05-10T12:48:35.485586Z","","","","","",""
98,"1","благодарю ","2025-05-09T16:26:28.723826Z",3872129,1.862,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:26:28.723826Z","","","","","",""
99,"1","оперативно и качественно. спасибо ","2025-05-09T16:26:31.706464Z",3873692,2.343,5,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Вопрос решен""]]}]","2025-05-09T16:26:31.706464Z","","","","","",""
100,"1","Спасибо!","2025-05-09T16:26:35.311721Z",3874941,2.559,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:26:35.311721Z","","","","","",""
101,"1","благодарю, всего доброго!","2025-05-09T16:26:39.003758Z",3875262,2.458,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:26:39.003758Z","","","","","",""
102,"1","спасибо","2025-05-09T16:26:41.376964Z",3876790,1.727,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:26:41.376964Z","","","","","",""
103,"1","Спасибо ","2025-05-09T16:26:43.615878Z",3876998,1.653,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:26:43.615878Z","","","","","",""
104,"1","Спасибо большое! ","2025-05-09T16:26:46.883710Z",3877186,1.84,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:26:46.883710Z","","","","","",""
105,"1","Спасибо!","2025-05-09T16:26:49.202815Z",3877315,1.737,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:26:49.202815Z","","","","","",""
106,"1","К мастеру вопросов нет.  ","2025-05-09T16:26:52.248938Z",3877334,2.433,3,"[{""taxonomy"":[[""Вопрос решен""],[""Качество выполненной работы""]]}]","2025-05-09T16:26:52.248938Z","","","","","",""
107,"1","Мастер быстро решил проблему!Всё исправил,очень довольна!Спасибо!","2025-05-09T16:26:57.332113Z",3877901,4.535,5,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Вопрос решен""]]}]","2025-05-09T16:26:57.332113Z","","","","","",""
108,"1","вытяжка заработала - спасибо. отдельное спасибо мастеру, который сообщил, что нет причин, препятствующих подключению вытяжки к домовой вентиляции ","2025-05-09T16:27:05.490198Z",3878088,9.907,5,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""],[""Качество работы сотрудника""]]}]","2025-05-10T12:49:08.595375Z","","","","","",""
109,"1","спасибо большое! надолго ли🙄","2025-05-09T16:27:14.797878Z",3878555,17.064,5,"[{""taxonomy"":[[""Вопрос решен""],[""Не удовлетворен""],[""Не понравился результат""]]}]","2025-05-10T12:49:19.143707Z","","","","","",""
110,"1","Огромное спасибо! ","2025-05-09T16:27:17.442289Z",3878808,1.891,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:27:17.442289Z","","","","","",""
111,"1","Всё очень четко организовано! Большое спасибо за работу!","2025-05-09T16:27:22.957207Z",3879856,6.843,5,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""],[""Скорость выполненной работы""],[""Качество работы сотрудника""]]}]","2025-05-10T12:49:33.698488Z","","","","","",""
112,"1","Спасибо Вам большое и за дверь и за номера квартир!","2025-05-09T16:27:29.469903Z",3880345,5.806,5,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]","2025-05-09T16:27:29.469903Z","","","","","",""
113,"1","снимаю звезду за первую отписку без выполнения работ","2025-05-09T16:28:21.600924Z",3880717,13.592000000000002,3,"[{""taxonomy"":[[""Вопрос решен""],[""Не удовлетворен""],[""Не понравился результат""]]}]","2025-05-10T12:49:42.558120Z","","","","","",""
114,"1","В день создания заявки , рабочие оперативно пришли и весь ужас убрали , огромная благодарность ! ","2025-05-09T16:28:35.946728Z",3881004,13.436,5,"[{""taxonomy"":[[""Качество выполненной работы""],[""Скорость ответа работника после запроса""],[""Компетентность работника в общение""],[""Вопрос решен""]]}]","2025-05-09T16:28:35.946728Z","","","","","",""
115,"1","Спасибо!","2025-05-09T16:28:39.850781Z",3881432,2.108,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:28:39.850781Z","","","","","",""
116,"1","Спасибо! Все заработало ","2025-05-09T16:28:43.460233Z",3881460,2.978,5,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]","2025-05-09T16:28:43.460233Z","","","","","",""
117,"1","спасибо, решили мой вопрос на месте в офисе ","2025-05-09T16:28:49.246747Z",3881636,13.798,5,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""],[""Компетентность работника в общение""],[""Скорость ответа работника после запроса""]]}]","2025-05-09T16:28:59.613727Z","","","","","",""
118,"1","Спасибо больше Ольге Птушкине, за проделанную работу! ","2025-05-09T16:29:07.354619Z",3882840,9.51,5,"[{""taxonomy"":[[""Компетентность работника в общение""],[""Вопрос решен""],[""Качество выполненной работы""],[""Качество работы сотрудника""]]}]","2025-05-10T12:50:00.332048Z","","","","","",""
119,"1","Спасибо ","2025-05-09T16:29:09.757925Z",3883049,1.68,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:29:09.757925Z","","","","","",""
120,"1","всё сделали хорошо, починили вовремя. наверное, молодцы.","2025-05-09T16:29:48.674543Z",3883200,38.083,5,"[{""taxonomy"":[[""Вопрос решен""],[""Скорость выполненной работы""],[""Качество выполненной работы""]]}]","2025-05-09T16:29:48.674543Z","","","","","",""
121,"1","Спасибо","2025-05-09T16:29:51.586754Z",3883457,2.169,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:29:51.586754Z","","","","","",""
122,"1","Супер! Спасибо!","2025-05-09T16:29:54.543829Z",3883549,2.223,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:29:54.543829Z","","","","","",""
123,"1","Отлично! Все выполнили как и обещали! ","2025-05-09T16:29:59.152372Z",3883658,3.681,5,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]","2025-05-09T16:29:59.152372Z","","","","","",""
124,"1","Очень оперативно. Спасибо большое ","2025-05-09T16:30:02.204787Z",3883736,2.393,5,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]","2025-05-09T16:30:02.204787Z","","","","","",""
125,"1","Мастер Андрей помог подобрать оборудование (краны/переходники) для подключения, быстро и качественно произвел подключение стиральной машинки. Огромное ему спасибо.","2025-05-09T16:30:19.104773Z",3883745,18.201999999999998,5,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Вопрос решен""],[""Качество работы сотрудника""]]}]","2025-05-10T12:50:13.354276Z","","","","","",""
126,"1","Спасибо","2025-05-09T16:30:22.594298Z",3883823,2.612,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:30:22.594298Z","","","","","",""
127,"1","спасибо","2025-05-09T16:30:25.268952Z",3884514,1.791,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:30:25.268952Z","","","","","",""
128,"1","Спасибо ","2025-05-09T16:30:27.690726Z",3884705,1.802,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:30:27.690726Z","","","","","",""
129,"1","Умело подкрутили редукторы давления. Молодец!","2025-05-09T16:30:32.499944Z",3884964,4.035,5,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]","2025-05-09T16:30:32.499944Z","","","","","",""
130,"1","все хорошо,дверь практически бесшумно закрывается","2025-05-09T16:30:56.773839Z",3885089,23.581,5,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]","2025-05-09T16:30:56.773839Z","","","","","",""
131,"1","Спасибо ","2025-05-09T16:30:59.571209Z",3885291,1.825,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:30:59.571209Z","","","","","",""
132,"1","спасибо)","2025-05-09T16:31:01.845015Z",3885807,1.682,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:31:01.845015Z","","","","","",""
133,"1","проблемы как таковой не было, я в процессе поиска страх компании и всего лишь. Спасибо сотрудникам","2025-05-09T16:31:20.101416Z",3886150,17.397,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:31:20.101416Z","","","","","",""
134,"1","быстро, чётко, без проблем. одно слово - мастер! ","2025-05-09T16:31:25.072663Z",3886231,9.394,5,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Вопрос решен""],[""Качество работы сотрудника""]]}]","2025-05-10T12:50:34.853914Z","","","","","",""
135,"1","Работает. Спасибо!","2025-05-09T16:31:32.977892Z",3886721,7.294,5,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]","2025-05-09T16:31:32.977892Z","","","","","",""
136,"1","сегодня ездил, все исправно работает, спасибо!","2025-05-09T16:32:02.918034Z",3886923,29.321,5,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]","2025-05-09T16:32:02.918034Z","","","","","",""
137,"1","Спасибо большое, всё понятно.","2025-05-09T16:32:05.099163Z",3886937,1.596,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:32:05.099163Z","","","","","",""
138,"1","Татьяна спасибо ❤️","2025-05-09T16:32:11.911121Z",3887002,8.370999999999999,5,"[{""taxonomy"":[[""Вопрос решен""],[""Компетентность работника в общение""],[""Качество работы сотрудника""]]}]","2025-05-10T12:50:46.241133Z","","","","","",""
139,"1","На вопрос ответили. Крепления нельзя повесить в колясочной","2025-05-09T16:32:37.031540Z",3887203,24.493,5,"[{""taxonomy"":[[""Вопрос решен""],[""Компетентность работника в общение""]]}]","2025-05-09T16:32:37.031540Z","","","","","",""
140,"1","Большое спасибо!","2025-05-09T16:32:39.589059Z",3887228,1.685,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:32:39.589059Z","","","","","",""
141,"1","Лучший ","2025-05-09T16:32:46.254256Z",3887353,3.032,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:32:46.254256Z","","","","","",""
142,"1","спасибо за оперативность ","2025-05-09T16:32:49.625071Z",3887358,2.524,5,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]","2025-05-09T16:32:49.625071Z","","","","","",""
143,"1","спасибо ","2025-05-09T16:32:51.942437Z",3887389,1.584,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:32:51.942437Z","","","","","",""
144,"1","спасибо за то что быстро отреагировали","2025-05-09T16:33:00.395831Z",3887392,7.877,5,"[{""taxonomy"":[[""Вопрос решен""],[""Скорость ответа работника после запроса""],[""Скорость выполненной работы""]]}]","2025-05-09T16:33:00.395831Z","","","","","",""
145,"1","Сервис на высоте, мастер - профессионал","2025-05-09T16:33:04.959929Z",3887422,3.82,5,"[{""taxonomy"":[[""Качество выполненной работы""],[""Скорость выполненной работы""],[""Вопрос решен""]]}]","2025-05-09T16:33:04.959929Z","","","","","",""
146,"1","спасибо","2025-05-09T16:33:07.541288Z",3887496,1.772,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:33:07.541288Z","","","","","",""
147,"1","спасибо большое","2025-05-09T16:33:09.684603Z",3887525,1.607,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:33:09.684603Z","","","","","",""
148,"1","ок ","2025-05-09T16:33:16.749184Z",3887606,6.984999999999999,1,"[{""taxonomy"":[[""Не удовлетворен""],[""Не понравилось качество""],[""Не понравился результат""]]}]","2025-05-10T12:51:04.351937Z","","","","","",""
149,"1","Надолго ли(","2025-05-09T16:33:22.184964Z",3887614,9.106,2,"[{""taxonomy"":[[""Вопрос решен""],[""Не удовлетворен""],[""Не понравился результат""],[""Не понравилось качество""]]}]","2025-05-10T12:51:15.166724Z","","","","","",""
150,"1","Надолго ли(","2025-05-09T16:33:25.287440Z",3887616,4.804,2,"[{""taxonomy"":[[""Вопрос решен""],[""Не удовлетворен""],[""Не понравился результат""],[""Не понравилось качество""]]}]","2025-05-10T12:51:18.107136Z","","","","","",""
151,"1","Спасибо. Все работает","2025-05-09T16:33:28.355856Z",3887743,2.465,5,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]","2025-05-09T16:33:28.355856Z","","","","","",""
152,"1","Спасибо большое!","2025-05-09T16:33:31.222813Z",3887791,2.289,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-09T16:33:31.222813Z","","","","","",""
