id,rating,comment,Нравится скорость отработки заявок,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Понравилось выполнение заявки,Вопрос решен
3881636,5,"спасибо, решили мой вопрос на месте в офисе ",,,,,
3882840,5,"Спасибо больше Ольге Птушкине, за проделанную работу! ",,,,,
3883049,5,Спасибо ,,,,,
3883200,5,"всё сделали хорошо, починили вовремя. наверное, молодцы.",,,,,
3883457,5,Спасибо,,,,,
3883549,5,Супер! Спасибо!,,,,,
3883658,5,Отлично! Все выполнили как и обещали! ,,,,,
3883736,5,Очень оперативно. Спасибо большое ,,,,,
3883745,5,"Мастер Андрей помог подобрать оборудование (краны/переходники) для подключения, быстро и качественно произвел подключение стиральной машинки. Огромное ему спасибо.",,,,,
3883823,5,Спасибо,,,,,
3884514,5,спасибо,,,,,
3884705,5,Спасибо ,,,,,
3884964,5,Умело подкрутили редукторы давления. Молодец!,,,,,
3885089,5,"все хорошо,дверь практически бесшумно закрывается",,,,,
3885291,5,Спасибо ,,,,,
3885807,5,спасибо),,,,,
3886150,5,"проблемы как таковой не было, я в процессе поиска страх компании и всего лишь. Спасибо сотрудникам",,,,,
3886231,5,"быстро, чётко, без проблем. одно слово - мастер! ",,,,,
3886721,5,Работает. Спасибо!,,,,,
3886923,5,"сегодня ездил, все исправно работает, спасибо!",,,,,
3886937,5,"Спасибо большое, всё понятно.",,,,,
3887002,5,Татьяна спасибо ❤️,,,,,
3887203,5,На вопрос ответили. Крепления нельзя повесить в колясочной,,,,,
3887228,5,Большое спасибо!,,,,,
3887353,5,Лучший ,,,,,
3887358,5,спасибо за оперативность ,,,,,
3887389,5,спасибо ,,,,,
3887392,5,спасибо за то что быстро отреагировали,,,,,
3887422,5,"Сервис на высоте, мастер - профессионал",,,,,
3887496,5,спасибо,,,,,
3887525,5,спасибо большое,,,,,
3887606,1,ок ,,,,,
3887614,2,Надолго ли(,,,,,
3887616,2,Надолго ли(,,,,,
3887743,5,Спасибо. Все работает,,,,,
3887791,5,Спасибо большое!,,,,,
3887832,5,Спасибо!,,,,,
3887844,5,"заявка выполнена, спасибо.",,,,,
3887922,5,Дверь закрывается намного лучше.,,,,,
3888009,5,Спасибо за быстрое реагирование!!!,,,,,
3888318,5,"Оперативно сработали, благодарю.",,,,,
3888320,5,спасибо большое,,,,,
3888354,5,"Спасибо сантехнику Алексею, все сделано качественно ",,,,,
3888539,5,"Огромное человеческое спасибо за оперативность выполнения работы нашему дежурному сантехнику, прибывшему в воскресенье через 20 минут после написания заявки! Все решилось наилучшим образом! Вот так бы все вопросы оперативно решались!!!",,,,,
3888591,5,Очень оперативно и никуда не пришлось ходить.,,,,,
3888606,5,Проблема решена.,,,,,
3888633,5,Очень оперативно отреагировали! Спасибо!,,,,,
3888794,5,"оперативно, качественно, вопросов не возникло. Спасибо.",,,,,
3888811,5,Быстро!,,,,,
3888828,5,Благодарю за оперативность!,,,,,
3889213,5,спасибо за оперативное решение проблемы. ,,,,,
3889473,1,Оперативная работа,,,,,
3889502,5,"оперативное решение проблемы! 
",,,,,
3889542,5,Первый раз вы решили вопрос быстро ,,,,,
3889737,1,Надолго ли,,,,,
3889783,5,отлично спасибо ,,,,,
3889827,5,"спасибо большое, Татьяна.",,,,,
3889866,5,спасибо ,,,,,
3889956,5,Лучший мастер на свете 🥰Спасибо большое 🙏,,,,,
3890030,5,"Спасибо большое, что починили домофон. ",,,,,
3890209,5,Отличная работа,,,,,
3890231,5,Спасибо огромное за помощь!,,,,,
3890239,5,"обычная услуга. Цена, правда, завышена (за около 10ти минут работы). ",,,,,
3890275,5,отличная работа. теперь дверь закрывается плавно. спасибо. ,,,,,
3890303,5,спасибо,,,,,
3890389,5,спасибо большое ,,,,,
3890393,5,Все супер быстро! Спасибо! ,,,,,
3890484,5,Оперативно) спасибо,,,,,
3890486,5,Супер,,,,,
3890512,5,Спасибо.,,,,,
3890517,5,"Молодцы, оперативно. ",,,,,
3890604,5,Вопрос решился быстро. Спасибо!,,,,,
3890656,5,Спасибо 😉 ,,,,,
3890678,5,Александру спасибо за объяснение причины бульканья ! ,,,,,
3890716,5,спасибо! всё быстро!,,,,,
3890952,5,Спасибо,,,,,
3890985,5,Спасибо! Исправили мою ошибку,,,,,
3891095,5,мастер сделал все очень быстро и аккуратно,,,,,
3891173,5,спасибо!,,,,,
3891188,5,спасибо за оперативность,,,,,
3891298,5,Спасибо!,,,,,
3891325,5,Очень вежливый и профессиональный мастер. Устранил все недочеты оперативно и качественно. Просто отлично. Спасибо ,,,,,
3891380,5,"Иван, огромное спасибо вам ! ",,,,,
3891477,5,Среагировали за 20 минут!!!!,,,,,
3891489,5,"Спасибо специалисту Роману, который помог мне наконец-то решить мой вопрос! Очень грамотный и вежливый специалист) ",,,,,
3891568,5,спасибо! в тот же день электрик решил проблему.,,,,,
3891612,5,"Лифт и полы помыли , большое спасибо за уборку ! Ждём установку зеркал в лифтах",,,,,
3891740,5,спасибо!,,,,,
3891850,5,да все верно. спасибо,,,,,
3891871,5,спасибо всё бистро устранили ,,,,,
3891943,4,"Спасибо, вроде бы стало лучше. ",,,,,
3892115,5,Спасибо большое за Вашу быструю и профессиональную помощь. ,,,,,
3892189,5,"Все быстро, не смотря на поздний час.",,,,,
3892247,5,Спасибо ,,,,,
3892258,5,спасибо ,,,,,
3892271,5,спасибо,,,,,
3892432,5,ответ был предоставлен оперативно и в полном объеме,,,,,
3892474,5,"Спасибо огромное,  напор стал отличным!",,,,,
3892541,5,спасибо,,,,,
3892548,5,Спасибо) там правда все убрали и стало прям чисто) если можете еще отмыть пятна чего-то… буду очень вам признателен) возможно там нужна не только тряпка),,,,,
3892589,5,сделали,,,,,
3892591,5,Спасибо мастеру Сергею за четкую работу! ,,,,,
3892629,4,"Наконец - то. Очень надеюсь, что через 2 дня он не встанет снова",,,,,
3892632,5,"Благодарим, очень оперативно!",,,,,
3892659,5,"Быстро, мастеру большое спасибо",,,,,
3892748,5,"Вопрос решен быстро, спасибо мастеру. Фото выполненной работы приложил и даже позвонил!",,,,,
3892858,5,главное что проблема решена! спасибо!,,,,,
3892909,5,Спасибо.. все сделали быстро .. очень вежливые сотрудники. ,,,,,
3892910,5,"спасибо, что решили проблему оперативно ",,,,,
3893074,5,"Оперативно, внимательно, вежливо. Спасибо. ",,,,,
3893110,5,"Спасибо, всё оперативно сделали!",,,,,
3893437,5,Была распечатана бумажная квитанция.Хочу поблагодарить работника расчетного отдела за разьяснения по квитанции и как найти электронный вариант квитанции в приложение Самолет+УК,,,,,
3893476,5,"Заявка быстра принята в работу. Проблема решена. Спасибо! 
",,,,,
3893532,5,Молодцы! Быстро! 😁,,,,,
3893660,5,Спасибо,,,,,
3893735,5, Спасибо большое за оперативность👍👍👍,,,,,
3893847,5,Благодарю!,,,,,
3893860,5,"Спасибо большое,всех благ и процветание вашей компании ",,,,,
3893967,5,спасибо электрику,,,,,
3894014,5,Спасибо ,,,,,
3894023,5,Спасибо ,,,,,
3894064,5,всё грамотно по полочкам объяснил,,,,,
3894130,5,благодарю за быстро и качественно оказанную услугу,,,,,
3894191,5,Спасибо за оперативное решение вопроса! ,,,,,
3894264,5,Спасибо ,,,,,
3894294,5,Спасибо ,,,,,
3894326,5,"Огромное спасибо, быстро и качественно ",,,,,
3894383,5,спасибо,,,,,
3894419,5,Спасибо большое за оперативность ,,,,,
3894423,5,Спасибо большое! ,,,,,
3894439,5,спасибо! ,,,,,
3894440,5,спасибо за ремонт!,,,,,
3894680,5,благодарю менеджера Татьяну ,,,,,
3894684,5,благодарю менеджера ,,,,,
3894714,5,сотрудники молодцы!,,,,,
3894876,5,Большое спасибо ,,,,,
3894890,5,Большое спасибо ,,,,,
3894893,5,оперативно и качественно! браво!,,,,,
3894902,5,Спасибо огромное! Оперативно и качественно решили проблему! ,,,,,
3894919,5,сделали,,,,,
3894947,5,Спасибо!,,,,,
3895024,5,спасибо за оперативность,,,,,
3895042,5,"Поднималась сегодня с утра, запаха нет совсем. Спасибо большое ",,,,,
3895051,5,"Специалист проконсультировал, сориентировал по срокам.",,,,,
3895064,5,"спасибо, быстро и качественно. ",,,,,
3895084,5,Спасибо ,,,,,
3895126,5,спасибо. ,,,,,
3895181,5,Спасибо за оперативность 💫💫💫,,,,,
3895221,5,Все отлично! Спасибо ,,,,,
3895423,5,"Спасибо, большое!!!",,,,,
3895493,5,Спасибо  большое ! ,,,,,
3895519,5,Быстро и оперативно ,,,,,
3895561,5,Спасибо ,,,,,
3895566,5,все отлично,,,,,
3895624,5,Оперативно. Пока работает ,,,,,
3895634,5,"Лика, спасибо Вам за оперативный ответ и подробные разъяснения по работе с приложением! ",,,,,
3895642,5,Спасибо большое ,,,,,
3895794,5,Отличный сотрудник ,,,,,
3895805,5,Спасибо Мастеру Олегу!,,,,,
3895874,5,"Для точной оценки нужно пережить зиму и понять, лучше стало или нет",,,,,
3895925,5,"Спасибо большое за оперативность!)👍 Уже оценили песочек - очень хороший, чистый))) Дети были очень рады что в песочнице достаточное количество песка!)) 🤗",,,,,
3896179,5,Быстро.Качественно.,,,,,
3896191,5,Спасибо большое всё решили быстро!,,,,,
3896230,5,"оперативно, быстро .",,,,,
3896394,5,Спасибо,,,,,
3896480,5,"оказали не только услугу по приобретению ключа,но ещё установили приложение УК Самолёт!!!",,,,,
3896509,5,Приходил мастер все отрегулировал большое спасибо ,,,,,
3896614,5,Оперативно ,,,,,
3896717,5,спасибо за консультацию,,,,,
3896735,5,"Парни (установщики) отработали на 5+, а вот упаковка не очень , тк не полный комплект фурнитуры (отсутствовали в комплекте нижняя ответка, пришлось колхозить и отпиливать кусок от старой ответки, а также шурупы отсутствовали)",,,,,
3896818,5,Спасибо! Всё хорошо ,,,,,
3896822,5,Все ок,,,,,
3896870,5,Сразу бы так,,,,,
3896928,5," Ответ получен. 
Спасибо, что результатом стало уточнение и меня поняли. 
",,,,,
3896945,5,"Благодарю за обратную связь. 
За возможность добавить необходимый документ в ЛК приложения и тем самым решить вопрос, не посещая клиентский офис. 
При звонке было вежливое, доброжелательное отношение. ",,,,,
3896981,5,"Прислали на следующий день.
",,,,,
3897000,5,Очень быстро отреагировали. Работа качественная!,,,,,
3897003,1,Ну устранено,,,,,
3897016,5,спасибо за подсказки и внимательное отношение ,,,,,
3897067,5,Сантехник связался сразу. Вопрос решен. ,,,,,
3897113,5,Спасибо технику),,,,,
3897118,5,Благодарю.  Всё отлично 👍. ,,,,,
3897184,5,Спасибо!,,,,,
3897192,5,спасибо ,,,,,
3897201,5,Сантехник был ,,,,,
3897252,5,подсказали куда обратиться для решения вопроса,,,,,
3897281,5,Спасибо большое за информацию. Татьяна молодец!,,,,,
3897654,5,"электрик пришёл в день обращения, снял показания, счеткик работает, сотрудник вежливый. благодарю. ",,,,,
3897730,5,Все было сделано быстро и качественно.,,,,,
3897737,5,Все было сделано быстро и качественно.,,,,,
3897741,5,Все было сделано быстро и качественно.,,,,,
3897826,5,Спасибо,,,,,
3897831,5,"Напор стал гораздо сильнее, небо и земля. Быстро поняли причину слабого напора. Спасибо ",,,,,
3898045,5,"Спасибо за вашу работу! Вычислить бы, кто вырвал предыдущий доводчик и наказать! А вам спасибо!",,,,,
3898232,5,"да открыла спасибо
",,,,,
3898417,5,"быстро позвонили, пришли все сделали,спасибо ",,,,,
3898427,5,"Молодцы, очень оперативно!!!!! Прям минус одна головная боль ",,,,,
3898572,5,"Очень быстро, качественно. Спасибо! 🤝",,,,,
3898709,5,спасибо большое за разъяснения и за оперативность,,,,,
3898733,5,"Спасибо 
",,,,,
3898761,5,"сотрудники работают на 5+ ! мгновенно обрабатываются заявки, ответ поступает сразу и всё решается.отличный сервис, очень приятно)",,,,,
3898762,5,Быстро и понятно ,,,,,
3898819,5,Спасибо за консультацию!,,,,,
3898847,5,спасибо за оперативность ,,,,,
3898925,5,спасибо,,,,,
3899012,5,"Просто и удобно, а также быстро и экономия времени и ресурсов
.",,,,,
3899166,5,Отлично!,,,,,
3899751,5,Спасибо! ,,,,,
3899781,5,Норм,,,,,
3899842,5,Отлично все сделано 5 балов.,,,,,
3899902,4,"четвёрка за то что выслали только со второго раза. 
нужную квитанцию! ",,,,,
3899994,5,Спасибо! ,,,,,
3900024,5,отлично👍👏😆,,,,,
3900150,5,спс,,,,,
3900408,5,"Спасибо большое, все получила ",,,,,
3900525,5,"Спасибо ,очень оперативно ",,,,,
3900539,5,"благодарю мастера, всё объяснил и дал рекомендации",,,,,
3900559,5,Ребята молодцы,,,,,
3900602,5,Спасибо за оперативное решение,,,,,
3900618,5,спасибо,,,,,
3900686,5,"спасибо!
",,,,,
3900690,5,"оперативно, спасибо",,,,,
3900869,5,Большое спасибо мастеру!,,,,,
3900886,5,"к оказанию самой услуги и сантехнику претензий нет. а вот, то что отключения происходят регулярно - крайне негативно сказывается на впечатление о компании Самолет УК",,,,,
3901066,5,Спасибо!,,,,,
3901093,5,спасибо! ,,,,,
3901101,5,"Специалист компетентно объяснил, что необходимо сделать таких случаях! Игорь Золотухин 👍",,,,,
3901168,5,Быстро и чётко,,,,,
3901182,5,Всё хорошо,,,,,
3901194,5,Владимир грамотно и здорово и быстро все сделал,,,,,
3901238,5,Отличный сервис! ,,,,,
3901247,5,огромное спасибо,,,,,
3901257,5,"Спасибо! Сервис работает, это самое главное :)",,,,,
3901356,5,"Все отлично,позвонили,ответ предоставили ",,,,,
3901414,5,Заявка была отработана в течение 5-ти минут.  Благодарю за оперативность!,,,,,
3901433,5,"Все отлично, спасибо",,,,,
3901446,5,Оперативное решение! Спасибо),,,,,
3901616,5,"Татьяна оперативно решила вопрос,очень отзывчивая 👍",,,,,
3901836,5,Все гуд,,,,,
3901932,5,Все отлично.👍,,,,,
3901987,5,"Поприветствовали, предложили присесть. Всё быстро оформили. Спасибо. ",,,,,
3902000,4,"Спасибо что убрали надпись. Думал, будет аккуратнее ",,,,,
3902088,5,все быстро и четко ,,,,,
3902093,5,"Добрый день! Заявка была выполнена качественно, сотрудники грамотные,очень вежливые, большое им спасибо! ",,,,,
3902383,5,спасибо за помощь от подключившихся инженеров.,,,,,
3902482,5,Замечательный мастер! Все очень оперативно и качественно. Добрый человек с золотыми руками! Огромное спасибо!!!,,,,,
3902496,5,"Благодарю, хотя я уже давно просила и получаю на эл.почту, но почему-то ещё и бумажные получала.",,,,,
3902529,5,Вопрос был решен оперативно) спасибо большое!,,,,,
3902558,5,Молодцы!,,,,,
3902632,5,Все ок ) спасибо ,,,,,
3902786,5,"красавцы, быстро,  оперативно,  очень приятно в общении ",,,,,
3902795,5,Хорошее обслуживание),,,,,
3903165,5,Спасибо ,,,,,
3903196,5,Спасибо!,,,,,
3903218,5,спасибо за оперативность,,,,,
3903268,5,спасибо!,,,,,
3903272,5,Оперативно как всегда ,,,,,
3903277,5,спасибо ,,,,,
3903349,5,"Большое спасибо , оперативно поставили ограничители ",,,,,
3903374,4,"одну звезду сняла за то,что отличается цвет плитки)",,,,,
3903406,5,спасибо! быстро и оперативно,,,,,
3903436,5,"Горячая вода появилась.
",,,,,
3903453,5,"Оперативно, спасибо
",,,,,
3903479,5,Спасибо за оперативность ,,,,,
3903480,5,Спасибо за оперативность ,,,,,
3903556,5,Спасибо большое за оперативность 🙌🏻🌸,,,,,
3903607,5,Вот теперь молодцы ,,,,,
3903626,5,все отлично бистро устранили мастер хороши,,,,,
3903666,5,"спасибо, проблема была решена",,,,,
3903709,5,"спасибо за оперативность и грамотный, развёрнутый ответ) 
",,,,,
3903741,5,Спасибо большое! Заявка выполнена быстро и качественно!,,,,,
3903798,5,Огромное спасибо ,,,,,
3903951,5,Супер!!!,,,,,
3903997,5,Выполнено быстро и качественно!,,,,,
3904073,5,Всё  понятно объяснили.,,,,,
3904265,5,Большое спасибо Василию за проделанную работу!,,,,,
3904421,5,"Благодарю, помогли, а то до Вас никто не мог решить эту проблему, еще раз спасибо)",,,,,
3904489,5,"Очень оперативно менеджер связался, ответил на вопросы и отправил необходимые документы. Благодарю!",,,,,
3904503,5,"быстро отреагировали, запустили",,,,,
3904606,5,Спасибо. Оперативно приняли заявку и отремонтировали.Лифт работает исправно.,,,,,
3904693,5,Оперативно и надежно),,,,,
3904810,5,Отлично,,,,,
3904847,5,"Спасибо! Услуга оказана очень оперативно, удобный формат. Заказала ключ на выходных, в понедельник все было готово. Сотрудники вежливые и внимательные👍",,,,,
3904911,5,"Все супер, Очень оперативно и профессионально, Спасибо ",,,,,
3904952,5,Спасибо большое ,,,,,
3905059,5,Всё быстро и качественно!👍,,,,,
3905086,5,"Тот кто  выполнял заявку, чудо! Оперативно выполнили. Спасибо 👍🏻",,,,,
3905337,5,"спасибо,жду бумажные платежные поручения со следующего месяца ",,,,,
3905514,5,спасибо большое ,,,,,
3905720,5,"лучший мастер на свете, нужно ему выдать премию ",,,,,
3905785,5,работает! Спасибо,,,,,
3905786,5,"Спасибо электрику, оперативно пришёл! ",,,,,
3905829,5,спасибо,,,,,
3905983,5,все отлично! ,,,,,
3906025,5,Быстро ,,,,,
3906032,5,"Хотелось, что бы каждый месяц присылали квитанцию на почту или в приложении",,,,,
3906048,5,"Большое спасибо электрику! Ситуация была не из простых, но он обнаружил проблему и смог ее решить ",,,,,
3906126,5,"Сантехник молодец! Устранил утечку воды выше по этажу и в нас перестала течь вода. 
Молодец! 
",,,,,
3906279,5,благодарю,,,,,
3906380,5,спасибо большое за работу и оперативность,,,,,
3906407,4,"жалко, что при оплате счетов через банк, в приложении не отображается информация об оплате и приходится загружать квитанции дополнительно и подтверждать факт оплаты",,,,,
3906425,5,Благодарю ,,,,,
3906535,5,Все быстро и качественно ,,,,,
3906752,5,"спасибо большое, жаль, что там уже опять намусорили(",,,,,
3906774,5,спасибо ,,,,,
3906789,5,"спасибо, теперь она закрывается ",,,,,
3906906,5,спасибо ,,,,,
3906922,3,"Можно было и сразу заявку выполнить. Не забываете что по периметру несколько контейнеров для пакетов. Пакеты кончаются быстро, значит хозяева убирают за собаками. ",,,,,
3906976,5,"Спасибо большое за оперативность,мир и процветание вашей компании Самолет!",,,,,
3907117,5,Выше похвал.. ,,,,,
3907127,5,Спасибо ,,,,,
3907130,5,Спасибо за оперативность! ,,,,,
3907258,5,Благодарю за оперативность.,,,,,
3907305,5,Спасибо..,,,,,
3907354,5,спасибо,,,,,
3907357,5,спасибо,,,,,
3907364,5,"очень вежливая и грамотная сотрудница, побольше бы таких!",,,,,
3907480,5,спасибо. прошу загружать квитанции в личный кабинет без дополнительных запросов.,,,,,
3907589,5,все прекрасно,,,,,
3907664,5,спасибо! ,,,,,
3907669,5,спасибо,,,,,
3907672,5,"все быстро и качественно, большое спасибо!",,,,,
3907737,5,Спасибо ,,,,,
3907792,5,Консультация была проведена профессионально. Спасибо за разъяснения и рекомендации,,,,,
3907928,5,"Спасибо большое, что починили дверь. Зашла без проблем. Дверь работает отлично. ",,,,,
3907943,5,Спасибо за оперативность. ,,,,,
3907973,5,Спасибо!,,,,,
3908000,5,Огромное спасибо ,,,,,
3908011,5,Спасибо за работу,,,,,
3908377,5,Быстро,,,,,
3908429,5,Спасибо за быстрое решение вопроса. Лояльность мастера с подбором времени,,,,,
3908490,4,"спасибо за обратную связь,надеюсь в приложении информация обновиться,что оплата прошла.


",,,,,
3908568,5,спасибо,,,,,
3908579,5,спасибо за четкость и быстроту!,,,,,
3908590,5,"Консультация и настройка прибора выполнена очень быстро, качественно и профессионально, спасибо! ",,,,,
3908733,5,Спасибо,,,,,
3908772,5,"мастер выполнил работу быстро и чисто, все отлично",,,,,
3908843,5,Самая лучшая УК . Спасибо большое за помощь. За быструю работу и мгновенную выполнения!!!!,,,,,
3908847,5,спасибо,,,,,
3908929,5,Очень быстро👍,,,,,
3909050,5,быстро,,,,,
3909086,5,спасибо за оперативный ответ😊👍,,,,,
3909115,5,Спасибо! ,,,,,
3909146,5,очень удобно получать электронную квитанцию.  Давно пора. ,,,,,
3909271,5,Оперативно выполнили заявку. Спасибо,,,,,
3909398,5,спасибо специалисту. ,,,,,
3909430,4,"Жалко, что заранее не предупреждаете, что есть тех проблемы сейчас, как нам узнать - в новости можно написать такое. И нет такого раздела про формирование квитанций в заявках в УК, не сразу поняла, где написать ",,,,,
3909441,5,Огромнейшее спасибо за оперативность❤️,,,,,
3909442,5,Спасибо огромнейшее за оперативность ❤️,,,,,
3909517,5,Благодарю за работу!,,,,,
3909595,5,Все решили! Перезвонили . Спасибо ,,,,,
3909630,5,спасибо ,,,,,
3909682,5,Очень быстро все сделали!!!!,,,,,
3909709,5,Огромное Спасибо.,,,,,
3909787,5,Все отлично.  Жаль что для сотрудников компании на данные услуги не действуют скидки.,,,,,
3909810,5,очень быстро,,,,,
3909863,5,"Очень приятный менеджер консультант , которая всё правильно и подробно объясняет.",,,,,
3909888,5,Спасибо !!!!все супер ,,,,,
3909979,5,спасибо большое! ,,,,,
3910052,5,"Специалист пришёл очень быстро, все быстро исправил. Спасибо. ",,,,,
3910060,5,"всё супер, вопрос решён быстро)",,,,,
3910089,5,Очень надеюсь что квитанция будет дублироваться и в приложении. А так оперативно и быстро поступила. ,,,,,
3910166,5,спасибо большое за быстрое реагирование. ,,,,,
3910192,5,спасибо,,,,,
3910233,5,спасибо девочкам операторам!,,,,,
3910243,5,спасибо ,,,,,
3910252,5,Благодарю!,,,,,
3910259,5,"Менеджер Елизавета  очень быстро решила мой вопрос, спасибо!",,,,,
3910269,5,"спасибо, но придумайте, пожалуйста, способ как этого избежать на будущее. ",,,,,
3910346,5,"Спасибо за работу, выполнена качественно и в срок",,,,,
3910395,5,Спасибо !!,,,,,
3910406,5,Прям молодцы! Порадовали) все четко) ,,,,,
3910434,5,Алексей профессионал в своем деле! Быстро нашел проблему и устранил ее. Огромное ему спасибо!,,,,,
3910685,5,"Да, подтверждаю ! Вчера вечером обнаружила что устранено. Спасибо",,,,,
3910836,5,вопрос решён ,,,,,
3910841,5,"Спасибо за помощь
",,,,,
3910865,5,"Спасибо за помощь
",,,,,
3910908,5,Спасибо! Очень быстро сработали!,,,,,
3910977,5,Добрый день. Спасибо за разъяснение. Всего вам хорошего.,,,,,
3911003,5,спасибо! ,,,,,
3911008,5,"спасибо 
",,,,,
3911065,5,молодец электрик оперативно решил проблему ,,,,,
3911104,5,Быстро и аккуратно!Благодарю!,,,,,
3911134,5,спасибо большое! пусть убирают часто.... ,,,,,
3911142,5,очень оперативно!,,,,,
3911154,5,Спасибо за оперативность ,,,,,
3911182,5,все вежливо и информативно ❤️,,,,,
3911339,5, Спасибо вам за заботу о нас и нашем здоровье.Экология -это замечательно,,,,,
3911355,5,работа сотрудника офиса УК Евгении на 10+,,,,,
3911416,5,Спасибо.,,,,,
3911421,5,спасибо за работу все быстро и качественно. ,,,,,
3911509,5,Спасибо ,,,,,
3911514,5,Спасибо большое! Проблема была решена очень быстро!,,,,,
3911533,5,Все отлично ,,,,,
3911553,5,Менеджеру Наталье и дежурного  сантехнику 09.09.2024  большая благодарность  за оперативное решение проблемы. ,,,,,
3911561,5,Отлично!!!,,,,,
3911570,5,Спасибо! оперативно и в полной мере ответили на мой вопрос 👌,,,,,
3911586,5,"Быстро, качественно устранил наш засор ",,,,,
3911663,5,"Спасибо, все качественно и профессионально!",,,,,
