annotation_id,annotator,comment,created_at,id,lead_time,rating,taxonomy,updated_at,Вопрос решен,Качество выполненной работы,Компетентность работника в общение,Не удовлетворен,Скорость выполненной работы,Скорость ответа работника после запроса
,,,,,,,,,,,,,,
54.0,1.0,"Спасибо, пришли все поменяли за 10 минут ",2025-05-09 19:21:36.595,3797804.0,15.3,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:21:36.595,,,,,,
,,,,,,,,,,,,,,
55.0,1.0,Все очень оперативно ,2025-05-09 19:21:40.619,3799741.0,3.044,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:21:40.619,,,,,,
,,,,,,,,,,,,,,
56.0,1.0,Огромное спасибо.,2025-05-09 19:21:43.430,3802024.0,1.732,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:21:43.430,,,,,,
,,,,,,,,,,,,,,
57.0,1.0,Все отлично! Спасибо.,2025-05-09 19:21:46.001,3805876.0,1.916,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:21:46.001,,,,,,
,,,,,,,,,,,,,,
58.0,1.0,Хороший мастер,2025-05-09 19:21:55.540,3812092.0,12.696000000000002,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 15:46:47.179,,,,,,
,,,,,,,,,,,,,,
59.0,1.0,"Спасибо за оперативность! _x000D__x000D_
",2025-05-09 19:21:59.062,3815412.0,2.683,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:21:59.062,,,,,,
,,,,,,,,,,,,,,
60.0,1.0,"выполнена_x000D__x000D_
_x000D__x000D_
",2025-05-09 19:22:01.462,3820641.0,1.851,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:22:01.462,,,,,,
,,,,,,,,,,,,,,
61.0,1.0,"Все супер, Мастер 👍",2025-05-09 19:22:05.230,3828569.0,5.792,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 15:46:52.744,,,,,,
,,,,,,,,,,,,,,
62.0,1.0,Благодарю ребят.,2025-05-09 19:22:08.284,3829748.0,10.654,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 15:47:04.237,,,,,,
,,,,,,,,,,,,,,
63.0,1.0,Спасибо большое ,2025-05-09 19:22:10.810,3831509.0,1.562,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:22:10.810,,,,,,
,,,,,,,,,,,,,,
64.0,1.0,спасибо,2025-05-09 19:22:14.854,3831883.0,3.213,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:22:14.854,,,,,,
,,,,,,,,,,,,,,
65.0,1.0,Спасибо!,2025-05-09 19:22:18.096,3832952.0,1.842,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:22:18.096,,,,,,
,,,,,,,,,,,,,,
66.0,1.0,"Проблема решена, ручки на окна поставили._x000D__x000D_
Спасибо за обратную связь!",2025-05-09 19:22:23.158,3834081.0,4.033,5.0,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:22:23.158,,,,,,
,,,,,,,,,,,,,,
67.0,1.0,Благодарю за проделанную работу! ,2025-05-09 19:22:26.641,3835748.0,5.509,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Качество выполненной работы""]]}]",2025-05-09 19:22:30.078,,,,,,
,,,,,,,,,,,,,,
68.0,1.0,"надеюсь и причину устранили, а то после первого дождя будет тоже самое..",2025-05-09 19:22:42.949,3835874.0,21.443,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Не удовлетворен""],[""Не понравилось качество""]]}]",2025-05-10 15:44:11.951,,,,,,
,,,,,,,,,,,,,,
69.0,1.0,"Спасибо, всё чётко.",2025-05-09 19:22:46.152,3839647.0,2.437,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:22:46.152,,,,,,
,,,,,,,,,,,,,,
70.0,1.0,Благодарю ,2025-05-09 19:22:49.063,3840353.0,1.806,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:22:49.063,,,,,,
,,,,,,,,,,,,,,
71.0,1.0,Спасибо Сергей ! )))),2025-05-09 19:22:57.020,3841026.0,10.018,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 15:47:16.705,,,,,,
,,,,,,,,,,,,,,
72.0,1.0,"Михаил отличный мастер своего дела. Сделал быстро, чисто, дал рекомендации)",2025-05-09 19:23:02.597,3842440.0,10.754,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""],[""Качество выполненной работы""],[""Качество работы сотрудника""]]}]",2025-05-10 15:47:24.835,,,,,,
,,,,,,,,,,,,,,
73.0,1.0,хоть что то сделали 👍👏,2025-05-09 19:23:06.528,3842790.0,2.954,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Не удовлетворен""]]}]",2025-05-09 19:23:06.528,,,,,,
,,,,,,,,,,,,,,
74.0,1.0,спасибо),2025-05-09 19:23:10.133,3843760.0,2.666,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:23:10.133,,,,,,
,,,,,,,,,,,,,,
75.0,1.0,"профессионально, быстро. очень приятный мастер",2025-05-09 19:23:14.373,3844645.0,6.503,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 15:47:53.105,,,,,,
,,,,,,,,,,,,,,
76.0,1.0,спасибо! ,2025-05-09 19:23:17.073,3846820.0,1.92,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:23:17.073,,,,,,
,,,,,,,,,,,,,,
77.0,1.0,"Спасибо, вопрос решили, всё стало нормально ",2025-05-09 19:23:22.732,3846831.0,4.507,5.0,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:23:22.732,,,,,,
,,,,,,,,,,,,,,
78.0,1.0,Татьяна Владимировна большое вам спасибо!!!! ,2025-05-09 19:23:30.690,3848236.0,7.176,5.0,"[{""taxonomy"":[[""Компетентность работника в общение""],[""Вопрос решен""]]}]",2025-05-09 19:23:30.690,,,,,,
,,,,,,,,,,,,,,
79.0,1.0,спасибо! ,2025-05-09 19:23:33.449,3850021.0,1.945,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:23:33.449,,,,,,
,,,,,,,,,,,,,,
80.0,1.0,"спасибо за  быстрый ответ! _x000D__x000D_
_x000D__x000D_
_x000D__x000D_
",2025-05-09 19:23:39.946,3850118.0,5.566,1.0,"[{""taxonomy"":[[""Вопрос решен""],[""Скорость ответа работника после запроса""]]}]",2025-05-09 19:23:39.946,,,,,,
,,,,,,,,,,,,,,
81.0,1.0,Огромное спасибо вам от всего подъезда!!!   ))))),2025-05-09 19:23:45.480,3852179.0,4.807,5.0,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:23:45.480,,,,,,
,,,,,,,,,,,,,,
82.0,1.0,спасибо!),2025-05-09 19:23:48.354,3852743.0,1.673,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:23:48.354,,,,,,
,,,,,,,,,,,,,,
83.0,1.0,спасибо ,2025-05-09 19:23:50.815,3852975.0,1.9,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:23:50.815,,,,,,
,,,,,,,,,,,,,,
84.0,1.0,Все отлично ,2025-05-09 19:23:54.233,3854073.0,2.485,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:23:54.233,,,,,,
,,,,,,,,,,,,,,
85.0,1.0,свершилось,2025-05-09 19:23:56.810,3856028.0,1.972,1.0,"[{""taxonomy"":[[""Вопрос решен""],[""Не удовлетворен""]]}]",2025-05-09 19:23:56.810,,,,,,
,,,,,,,,,,,,,,
86.0,1.0,Спасибо мастеру ,2025-05-09 19:24:02.086,3859764.0,4.694,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Компетентность работника в общение""]]}]",2025-05-09 19:24:02.086,,,,,,
,,,,,,,,,,,,,,
87.0,1.0,"спасибо, Вам, среагировали оперативно/быстро, а так же всё время были на связи🤝",2025-05-09 19:24:23.367,3859780.0,19.394,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""],[""Компетентность работника в общение""]]}]",2025-05-09 19:24:23.367,,,,,,
,,,,,,,,,,,,,,
88.0,1.0,"Среагировали быстро, благодарю ",2025-05-09 19:24:34.116,3860248.0,4.504,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:24:34.116,,,,,,
,,,,,,,,,,,,,,
89.0,1.0,Спасибо за оперативность!,2025-05-09 19:24:52.604,3860900.0,17.786,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:24:52.604,,,,,,
,,,,,,,,,,,,,,
90.0,1.0,Отличный мастер!,2025-05-09 19:25:06.296,3862448.0,14.662,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Качество выполненной работы""],[""Качество работы сотрудника""]]}]",2025-05-10 15:48:18.328,,,,,,
,,,,,,,,,,,,,,
91.0,1.0,"Спасибо! По крайней мере, по ночам пока шума не слышно.",2025-05-09 19:25:13.676,3863351.0,6.646,5.0,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:25:13.676,,,,,,
,,,,,,,,,,,,,,
92.0,1.0,Быстро ,2025-05-09 19:25:16.715,3863609.0,2.395,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:25:16.715,,,,,,
,,,,,,,,,,,,,,
93.0,1.0,Спасибо за своевременное выполнение заявки...,2025-05-09 19:25:38.944,3866829.0,6.008,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Скорость выполненной работы""]]}]",2025-05-09 19:25:38.944,,,,,,
,,,,,,,,,,,,,,
94.0,1.0,все сделали быстро. спасибо ,2025-05-09 19:26:17.068,3866867.0,6.099,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:26:17.068,,,,,,
,,,,,,,,,,,,,,
95.0,1.0,всё отлично 👍,2025-05-09 19:26:19.557,3868883.0,1.77,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:26:19.557,,,,,,
,,,,,,,,,,,,,,
96.0,1.0,Спасибо ,2025-05-09 19:26:22.407,3871379.0,1.913,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:26:22.407,,,,,,
,,,,,,,,,,,,,,
97.0,1.0,"Большое спасибо Александру,за оперативность и профессионализм ",2025-05-09 19:26:26.208,3872124.0,5.621,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 15:48:35.485,,,,,,
,,,,,,,,,,,,,,
98.0,1.0,благодарю ,2025-05-09 19:26:28.723,3872129.0,1.862,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:26:28.723,,,,,,
,,,,,,,,,,,,,,
99.0,1.0,оперативно и качественно. спасибо ,2025-05-09 19:26:31.706,3873692.0,2.343,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:26:31.706,,,,,,
,,,,,,,,,,,,,,
100.0,1.0,Спасибо!,2025-05-09 19:26:35.311,3874941.0,2.559,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:26:35.311,,,,,,
,,,,,,,,,,,,,,
101.0,1.0,"благодарю, всего доброго!",2025-05-09 19:26:39.003,3875262.0,2.458,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:26:39.003,,,,,,
,,,,,,,,,,,,,,
102.0,1.0,спасибо,2025-05-09 19:26:41.376,3876790.0,1.727,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:26:41.376,,,,,,
,,,,,,,,,,,,,,
103.0,1.0,Спасибо ,2025-05-09 19:26:43.615,3876998.0,1.653,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:26:43.615,,,,,,
,,,,,,,,,,,,,,
104.0,1.0,Спасибо большое! ,2025-05-09 19:26:46.883,3877186.0,1.84,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:26:46.883,,,,,,
,,,,,,,,,,,,,,
105.0,1.0,Спасибо!,2025-05-09 19:26:49.202,3877315.0,1.737,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:26:49.202,,,,,,
,,,,,,,,,,,,,,
106.0,1.0,К мастеру вопросов нет.  ,2025-05-09 19:26:52.248,3877334.0,2.433,3.0,"[{""taxonomy"":[[""Вопрос решен""],[""Качество выполненной работы""]]}]",2025-05-09 19:26:52.248,,,,,,
,,,,,,,,,,,,,,
107.0,1.0,"Мастер быстро решил проблему!Всё исправил,очень довольна!Спасибо!",2025-05-09 19:26:57.332,3877901.0,4.535,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:26:57.332,,,,,,
,,,,,,,,,,,,,,
108.0,1.0,"вытяжка заработала - спасибо. отдельное спасибо мастеру, который сообщил, что нет причин, препятствующих подключению вытяжки к домовой вентиляции ",2025-05-09 19:27:05.490,3878088.0,9.907,5.0,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 15:49:08.595,,,,,,
,,,,,,,,,,,,,,
109.0,1.0,спасибо большое! надолго ли🙄,2025-05-09 19:27:14.797,3878555.0,17.064,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Не удовлетворен""],[""Не понравился результат""]]}]",2025-05-10 15:49:19.143,,,,,,
,,,,,,,,,,,,,,
110.0,1.0,Огромное спасибо! ,2025-05-09 19:27:17.442,3878808.0,1.891,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:27:17.442,,,,,,
,,,,,,,,,,,,,,
111.0,1.0,Всё очень четко организовано! Большое спасибо за работу!,2025-05-09 19:27:22.957,3879856.0,6.843,5.0,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""],[""Скорость выполненной работы""],[""Качество работы сотрудника""]]}]",2025-05-10 15:49:33.698,,,,,,
,,,,,,,,,,,,,,
112.0,1.0,Спасибо Вам большое и за дверь и за номера квартир!,2025-05-09 19:27:29.469,3880345.0,5.806,5.0,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:27:29.469,,,,,,
,,,,,,,,,,,,,,
113.0,1.0,снимаю звезду за первую отписку без выполнения работ,2025-05-09 19:28:21.600,3880717.0,13.592000000000002,3.0,"[{""taxonomy"":[[""Вопрос решен""],[""Не удовлетворен""],[""Не понравился результат""]]}]",2025-05-10 15:49:42.558,,,,,,
,,,,,,,,,,,,,,
114.0,1.0,"В день создания заявки , рабочие оперативно пришли и весь ужас убрали , огромная благодарность ! ",2025-05-09 19:28:35.946,3881004.0,13.436,5.0,"[{""taxonomy"":[[""Качество выполненной работы""],[""Скорость ответа работника после запроса""],[""Компетентность работника в общение""],[""Вопрос решен""]]}]",2025-05-09 19:28:35.946,,,,,,
,,,,,,,,,,,,,,
115.0,1.0,Спасибо!,2025-05-09 19:28:39.850,3881432.0,2.108,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:28:39.850,,,,,,
,,,,,,,,,,,,,,
116.0,1.0,Спасибо! Все заработало ,2025-05-09 19:28:43.460,3881460.0,2.978,5.0,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:28:43.460,,,,,,
,,,,,,,,,,,,,,
117.0,1.0,"спасибо, решили мой вопрос на месте в офисе ",2025-05-09 19:28:49.246,3881636.0,13.798,5.0,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""],[""Компетентность работника в общение""],[""Скорость ответа работника после запроса""]]}]",2025-05-09 19:28:59.613,,,,,,
,,,,,,,,,,,,,,
118.0,1.0,"Спасибо больше Ольге Птушкине, за проделанную работу! ",2025-05-09 19:29:07.354,3882840.0,9.51,5.0,"[{""taxonomy"":[[""Компетентность работника в общение""],[""Вопрос решен""],[""Качество выполненной работы""],[""Качество работы сотрудника""]]}]",2025-05-10 15:50:00.332,,,,,,
,,,,,,,,,,,,,,
119.0,1.0,Спасибо ,2025-05-09 19:29:09.757,3883049.0,1.68,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:29:09.757,,,,,,
,,,,,,,,,,,,,,
120.0,1.0,"всё сделали хорошо, починили вовремя. наверное, молодцы.",2025-05-09 19:29:48.674,3883200.0,38.083,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Скорость выполненной работы""],[""Качество выполненной работы""]]}]",2025-05-09 19:29:48.674,,,,,,
,,,,,,,,,,,,,,
121.0,1.0,Спасибо,2025-05-09 19:29:51.586,3883457.0,2.169,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:29:51.586,,,,,,
,,,,,,,,,,,,,,
122.0,1.0,Супер! Спасибо!,2025-05-09 19:29:54.543,3883549.0,2.223,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:29:54.543,,,,,,
,,,,,,,,,,,,,,
123.0,1.0,Отлично! Все выполнили как и обещали! ,2025-05-09 19:29:59.152,3883658.0,3.681,5.0,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:29:59.152,,,,,,
,,,,,,,,,,,,,,
124.0,1.0,Очень оперативно. Спасибо большое ,2025-05-09 19:30:02.204,3883736.0,2.393,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:30:02.204,,,,,,
,,,,,,,,,,,,,,
125.0,1.0,"Мастер Андрей помог подобрать оборудование (краны/переходники) для подключения, быстро и качественно произвел подключение стиральной машинки. Огромное ему спасибо.",2025-05-09 19:30:19.104,3883745.0,18.202,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 15:50:13.354,,,,,,
,,,,,,,,,,,,,,
126.0,1.0,Спасибо,2025-05-09 19:30:22.594,3883823.0,2.612,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:30:22.594,,,,,,
,,,,,,,,,,,,,,
127.0,1.0,спасибо,2025-05-09 19:30:25.268,3884514.0,1.791,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:30:25.268,,,,,,
,,,,,,,,,,,,,,
128.0,1.0,Спасибо ,2025-05-09 19:30:27.690,3884705.0,1.802,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:30:27.690,,,,,,
,,,,,,,,,,,,,,
129.0,1.0,Умело подкрутили редукторы давления. Молодец!,2025-05-09 19:30:32.499,3884964.0,4.035,5.0,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:30:32.499,,,,,,
,,,,,,,,,,,,,,
130.0,1.0,"все хорошо,дверь практически бесшумно закрывается",2025-05-09 19:30:56.773,3885089.0,23.581,5.0,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:30:56.773,,,,,,
,,,,,,,,,,,,,,
131.0,1.0,Спасибо ,2025-05-09 19:30:59.571,3885291.0,1.825,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:30:59.571,,,,,,
,,,,,,,,,,,,,,
132.0,1.0,спасибо),2025-05-09 19:31:01.845,3885807.0,1.682,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:31:01.845,,,,,,
,,,,,,,,,,,,,,
133.0,1.0,"проблемы как таковой не было, я в процессе поиска страх компании и всего лишь. Спасибо сотрудникам",2025-05-09 19:31:20.101,3886150.0,17.397,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:31:20.101,,,,,,
,,,,,,,,,,,,,,
134.0,1.0,"быстро, чётко, без проблем. одно слово - мастер! ",2025-05-09 19:31:25.072,3886231.0,9.394,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 15:50:34.853,,,,,,
,,,,,,,,,,,,,,
135.0,1.0,Работает. Спасибо!,2025-05-09 19:31:32.977,3886721.0,7.294,5.0,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:31:32.977,,,,,,
,,,,,,,,,,,,,,
136.0,1.0,"сегодня ездил, все исправно работает, спасибо!",2025-05-09 19:32:02.918,3886923.0,29.321,5.0,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:32:02.918,,,,,,
,,,,,,,,,,,,,,
137.0,1.0,"Спасибо большое, всё понятно.",2025-05-09 19:32:05.099,3886937.0,1.596,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:32:05.099,,,,,,
,,,,,,,,,,,,,,
