iter	Logloss
277	0.07765058838
278	0.07755060109
279	0.07703390771
280	0.07659833274
281	0.07653643302
282	0.07647564207
283	0.07637897449
284	0.07568142622
285	0.07525920928
286	0.07442999459
287	0.07389728345
288	0.07381885118
289	0.07376030417
290	0.07335254744
291	0.07299323999
292	0.07293716791
293	0.07284602438
294	0.07279149666
295	0.07270088772
296	0.07256497761
297	0.07223156126
298	0.07217898049
299	0.07123880961
300	0.07088637917
301	0.07033714208
302	0.07028297735
303	0.07023163734
304	0.07014715964
305	0.06955368395
306	0.06950225154
307	0.06872079315
308	0.06858368847
309	0.0682512423
310	0.06767899823
311	0.06762755923
312	0.06707923951
313	0.06677502737
314	0.06669775666
315	0.06664820521
316	0.06630267159
317	0.06625512648
318	0.06620919172
319	0.06613029747
320	0.06555248315
321	0.06527521147
322	0.06522905233
323	0.06484413757
324	0.06476981039
325	0.06417433495
326	0.06412872359
327	0.06377276225
328	0.06372903184
329	0.06344084406
330	0.0633988824
331	0.06335732993
332	0.06328557008
333	0.0632108865
334	0.06310710432
335	0.06301854133
336	0.06288275001
337	0.0625810722
338	0.06253999491
339	0.06241590508
340	0.06201615393
341	0.06197495125
342	0.06173634133
343	0.06111951547
344	0.06107903217
345	0.06101057883
346	0.06074690938
347	0.06070781864
348	0.06066989607
349	0.06044288863
350	0.06028741006
351	0.06025029266
352	0.06021386165
353	0.06015057597
354	0.06008822746
355	0.05933071322
356	0.05886139996
357	0.058822989
358	0.0584878765
359	0.0584509703
360	0.05819805197
361	0.05793457392
362	0.05786300546
363	0.05782730703
364	0.05779266457
365	0.05746101037
366	0.05742571453
367	0.05719048371
368	0.05715155797
369	0.05711793848
370	0.05671376545
371	0.05621186228
372	0.0559970843
373	0.05596232965
374	0.05590420503
375	0.05567752758
376	0.05563934101
377	0.05560652011
378	0.05557491356
379	0.05503422984
380	0.05482383745
381	0.05423440415
382	0.05417459657
383	0.05414168986
384	0.05393015901
385	0.05387316955
386	0.05384147061
387	0.05343687519
388	0.05340656552
389	0.05332339458
390	0.05312966343
391	0.05273955462
392	0.05252106425
393	0.05249118686
394	0.05246188696
395	0.05241224971
396	0.0523831643
397	0.05219589768
398	0.05214427718
399	0.05211637314
400	0.05208663104
401	0.05178674178
402	0.05151685531
403	0.05148893477
404	0.05143423875
405	0.05106287343
406	0.05103534228
407	0.05100371264
408	0.05080524612
409	0.05077481765
410	0.05036963815
411	0.05034277028
412	0.05014739578
413	0.05012126049
414	0.05007581412
415	0.05003169432
416	0.04982214671
417	0.049796678
418	0.04967029143
419	0.049004683
420	0.04897865
421	0.04875529886
422	0.04870782635
423	0.04868253584
424	0.04847823838
425	0.04843563324
426	0.04827471311
427	0.04825024757
428	0.04822630672
429	0.04799605217
430	0.04797256341
431	0.04794940134
432	0.04790866064
433	0.04769255941
434	0.04764849901
435	0.04762502674
436	0.04760204617
437	0.0473170362
438	0.04729390713
439	0.04698964549
440	0.04696658241
441	0.04679112618
442	0.04655266145
443	0.04640513895
444	0.04638289096
445	0.04636071226
446	0.04633917374
447	0.04629683589
448	0.04627286204
449	0.04582653266
450	0.04580494464
451	0.04549122876
452	0.04531732678
453	0.04510703999
454	0.04506804495
455	0.04504686612
456	0.0446495404
457	0.04450205421
458	0.04448041669
459	0.04430667641
460	0.04428593647
461	0.04417753772
462	0.04415752376
463	0.04412113565
464	0.04410102599
465	0.04408143772
466	0.0438611423
467	0.04363709158
468	0.04361740432
469	0.04359816254
470	0.04357903296
471	0.04343274463
472	0.04341411994
473	0.04327449743
474	0.0432348094
475	0.04270000942
476	0.04266341671
477	0.04264411884
478	0.04234761198
479	0.04217584505
480	0.04215610498
481	0.04204282896
482	0.04202362018
483	0.04199015909
484	0.04164570454
485	0.0415734959
486	0.04155427062
487	0.04139542613
488	0.04137704233
489	0.04135902812
490	0.04095950136
491	0.04082788443
492	0.04080930594
493	0.04079106733
494	0.04075853352
495	0.04049725651
496	0.04045871025
497	0.04028774189
498	0.0402691601
499	0.04025106009
500	0.04022013333
501	0.04019983888
502	0.04018021101
503	0.0400111632
504	0.03979099648
505	0.03977374785
506	0.03971523383
507	0.03967551611
508	0.03954449647
509	0.03952788802
510	0.03951173166
511	0.03931604037
512	0.03928676026
513	0.0392705907
514	0.03925186041
515	0.03902618614
516	0.03900958099
517	0.03890992369
518	0.03889374753
519	0.03887547263
520	0.038847067
521	0.03866326859
522	0.03850954556
523	0.0384932836
524	0.03847751663
525	0.03846206645
526	0.0384344528
527	0.03833094781
528	0.03831570222
529	0.03809014344
530	0.03807467016
531	0.03805965557
532	0.03794223816
533	0.03791531419
534	0.03788933729
535	0.03779473876
536	0.03778011356
537	0.03755851137
538	0.03741624893
539	0.03740197682
540	0.03738527927
541	0.03737096096
542	0.03735659975
543	0.03715138162
544	0.03669239048
545	0.03665822321
546	0.03655085732
547	0.03644774832
548	0.03643254563
549	0.03641779833
550	0.03640341732
551	0.03611739429
552	0.03607695718
553	0.03597395048
554	0.03595925268
555	0.03594504987
556	0.03593102855
557	0.03575535451
558	0.03572928522
559	0.03561260699
560	0.03559830188
561	0.03558128094
562	0.03546199248
563	0.03544821865
564	0.03543455702
565	0.03542126498
566	0.03540395365
567	0.03525242176
568	0.0352254483
569	0.03520994532
570	0.03505099193
571	0.03503763059
572	0.03501357755
573	0.03490910568
574	0.03489582684
575	0.03485093156
576	0.03474376037
577	0.03470802894
578	0.03469521869
579	0.034429566
580	0.03441611226
581	0.03432981961
582	0.03431681466
583	0.034304143
584	0.03428901621
585	0.03427451311
586	0.03409986865
587	0.03400000016
588	0.03397759377
589	0.0339654864
590	0.03387643171
591	0.03384685132
592	0.03383501784
593	0.03382324376
594	0.03359954613
595	0.03349338801
596	0.03348131364
597	0.03345950123
598	0.03337359136
599	0.03336160279
600	0.0333500663
601	0.03303477306
602	0.03302288018
603	0.03300156936
604	0.03286924625
605	0.03285759097
606	0.03283720082
607	0.03282341379
608	0.0327385797
609	0.03270330695
610	0.03269208726
611	0.03238896409
612	0.03235677676
613	0.03226455086
614	0.03225325857
615	0.03222172133
616	0.03209120657
617	0.03208024427
618	0.03196362213
619	0.03193071542
620	0.03179605598
621	0.03170554604
622	0.03169461343
623	0.03168381283
624	0.03146296302
625	0.03145218221
626	0.0314414575
627	0.03142935343
628	0.03133198957
629	0.03125427998
630	0.03124391167
631	0.03109225108
632	0.0310805265
633	0.03107056077
634	0.0310324765
635	0.03101399041
636	0.03093074687
637	0.03092092303
638	0.03090938655
639	0.03089791936
640	0.03083256793
641	0.0308225296
642	0.0308114056
643	0.03079199223
644	0.03065920384
645	0.0306494526
646	0.03049651165
647	0.03048457258
648	0.03047491374
649	0.03044571283
650	0.03034994283
651	0.03034054468
652	0.0302700058
653	0.03016445816
654	0.03015492472
655	0.03013223454
656	0.03010013631
657	0.0300895073
658	0.02990378504
659	0.02988527914
660	0.0298757787
661	0.02978797798
662	0.02977837194
663	0.02976917179
664	0.02976009704
665	0.02964167975
666	0.0296326611
667	0.02961602955
668	0.02947097209
669	0.02945393465
670	0.0294447576
671	0.02935608901
672	0.02934693175
673	0.02933826289
674	0.02932932343
675	0.02918631191
676	0.029168466
677	0.02915242843
678	0.02905845028
679	0.02904925013
680	0.02904036017
681	0.02901625433
682	0.02895776342
683	0.02894908795
684	0.02893192842
685	0.02892186699
686	0.02880969644
687	0.02866101567
688	0.02865235011
689	0.02864392874
690	0.02862872605
691	0.02840757595
692	0.0283911325
693	0.0283137364
694	0.02830503453
695	0.02829630957
696	0.02828633064
697	0.0282143332
698	0.02819743765
699	0.02819030325
700	0.02803762299
701	0.02802736027
702	0.0280190511
703	0.02794688865
704	0.02782228734
705	0.02781376697
706	0.02780541159
707	0.02779730701
708	0.0277205478
709	0.02770591599
710	0.02769787741
711	0.02768236123
712	0.02767275025
713	0.02759472881
714	0.02751908827
715	0.02747710681
716	0.02747039149
717	0.02746464634
718	0.02745684866
719	0.02744917966
720	0.02731193804
721	0.02729804212
722	0.02719774299
723	0.02718953116
724	0.02718017096
725	0.02717096421
726	0.02710165125
727	0.02708740883
728	0.02692288685
729	0.02691501326
730	0.02690724032
731	0.02689969838
732	0.02682855561
733	0.02681368291
734	0.02680605352
735	0.02679862377
736	0.02677445358
737	0.02671251921
738	0.02670617348
739	0.02669877673
740	0.02669149383
741	0.02668421753
742	0.02666555158
743	0.02660472598
744	0.02648534512
745	0.02647795332
746	0.02647075952
747	0.02646233485
748	0.02644646723
749	0.02639122013
750	0.02638401972
751	0.02637093063
752	0.02636401897
753	0.02635606288
754	0.02634233691
755	0.02632991109
756	0.02627920137
757	0.02627221216
758	0.02626457122
759	0.02610008883
760	0.02609286368
761	0.02608495214
762	0.02598545819
763	0.02592351227
764	0.02591627557
765	0.02590826999
766	0.02590054985
767	0.0258929089
768	0.02587923903
769	0.02587166078
770	0.02585912607
771	0.02580595626
772	0.02574805934
773	0.02574224159
774	0.02573554278
775	0.02572976958
776	0.02572265993
777	0.02562633059
778	0.02561967467
779	0.0255854249
780	0.02538904558
781	0.02538055491
782	0.02537525525
783	0.02536804825
784	0.02536102934
785	0.02531264275
786	0.02530562384
787	0.02529888708
788	0.02518733031
789	0.02515783901
790	0.02514574153
791	0.02508915797
792	0.02497848392
793	0.02491019888
794	0.02491010978
795	0.02480658499
796	0.02480066165
797	0.02479495941
798	0.02478296423
799	0.02477809851
800	0.02472261877
801	0.02471752041
802	0.02471201946
803	0.0246995326
804	0.02468307264
805	0.02467660317
806	0.02463048527
807	0.02462728601
808	0.02462172566
809	0.02450904857
810	0.02450301633
811	0.02445448455
812	0.0244545126
813	0.02441234799
814	0.02441243709
815	0.02440770007
816	0.02440765222
817	0.02440771327
818	0.02436187586
819	0.02430821272
820	0.02430686965
821	0.02430684985
822	0.02418514256
823	0.02418453207
824	0.02418056723
825	0.02417914002
826	0.02417528902
827	0.02416446532
828	0.02415930261
829	0.02407157614
830	0.02397018309
831	0.02396731712
832	0.02396187722
833	0.02395123501
834	0.02390045268
835	0.02390042299
836	0.02388280311
837	0.02388277506
838	0.02388266617
839	0.02387970615
840	0.02387461769
841	0.02382181912
842	0.02373073169
843	0.02371786864
844	0.02371331146
845	0.02370204722
846	0.02369779199
847	0.02369205344
848	0.02354944121
849	0.02350178391
850	0.02349669544
851	0.02349097175
852	0.02345387416
853	0.02344966347
854	0.02326893068
855	0.02326461109
856	0.02322076353
857	0.02322045004
858	0.02322041044
859	0.02321609416
860	0.02321603476
861	0.02321296419
862	0.02321014607
863	0.02320115382
864	0.02320110102
865	0.02311555084
866	0.02309588007
867	0.02308548865
868	0.02299372969
869	0.02298795485
870	0.02294325427
871	0.02294271308
872	0.0229399527
873	0.02293592681
874	0.0229307542
875	0.02284748756
876	0.02283961728
877	0.02283954468
878	0.02283492811
879	0.02277058315
880	0.0227706607
881	0.02269064282
882	0.02264143786
883	0.02264139496
884	0.02263932921
885	0.02263922692
886	0.02263927972
887	0.02263908832
888	0.02263903882
889	0.02263904212
890	0.02263921702
891	0.02263917907
892	0.02263903057
893	0.02263905697
894	0.02263684108
895	0.02263672888
896	0.02263232515
897	0.0226323631
898	0.02262819532
899	0.02262816892
900	0.02246972372
901	0.02246490915
902	0.02242269009
903	0.02241588403
904	0.02241174099
905	0.02240330642
906	0.02240322887
907	0.02240319422
908	0.02239526619
909	0.02238107492
910	0.02231839808
911	0.02231840302
912	0.02231649568
913	0.02231310997
914	0.02229674736
915	0.02228872363
916	0.02223065841
917	0.02222679256
918	0.02222197964
919	0.02218067136
920	0.02214075565
921	0.02213810417
922	0.02213823782
923	0.02213810582
924	0.02213805962
925	0.02212341462
926	0.02211822881
927	0.02202170148
928	0.02200963041
929	0.02200030486
930	0.0219471301
931	0.02194312071
932	0.02193947101
933	0.0219360127
934	0.0219249448
935	0.0217850583
936	0.02177550176
937	0.02173394269
938	0.02172899282
939	0.02172901922
940	0.02172357437
941	0.02166564774
942	0.02165588496
943	0.02165065625
944	0.02164561894
945	0.0215935546
946	0.02158857833
947	0.02157793942
948	0.02156233415
949	0.02151913337
950	0.02150605912
951	0.02150146235
952	0.02149153127
953	0.02137864133
954	0.02137557242
955	0.02137024141
956	0.02136503085
957	0.02132023127
958	0.02131818367
959	0.02131530945
960	0.02131035464
961	0.02130323013
962	0.02129908709
963	0.02128471268
964	0.02124548005
965	0.02119036824
966	0.02119029234
967	0.02118843944
968	0.02118454555
969	0.02114105438
970	0.02114113688
971	0.02112985613
972	0.02112600349
973	0.02112130772
974	0.02108176489
975	0.02108171044
976	0.02107886427
977	0.02107877187
978	0.02106554913
979	0.02099716014
980	0.02098813323
981	0.02098321307
982	0.0209783787
983	0.02097057111
984	0.02095683523
985	0.02083546288
986	0.02078960567
987	0.02078635196
988	0.02078626451
989	0.02078283755
990	0.02074674313
991	0.02074676293
992	0.02074676953
993	0.02074394811
994	0.02074385406
995	0.02074381446
996	0.0207405657
997	0.02073939258
998	0.02073569008
999	0.0206262436
1000	0.02062612151
1001	0.02062580637
1002	0.02062320934
1003	0.0206207212
1004	0.02061744439
1005	0.02057895259
1006	0.02054019844
1007	0.02054011099
1008	0.02054014894
1009	0.02053521063
1010	0.02053519248
1011	0.02053517103
1012	0.02053513638
1013	0.02053510503
1014	0.02053495983
1015	0.02053464964
1016	0.02045786897
1017	0.02039094844
1018	0.02039096659
1019	0.02039093524
1020	0.02038745714
1021	0.02038749343
1022	0.02038749508
1023	0.02037297053
1024	0.02037288308
1025	0.02036911623
1026	0.02036905189
1027	0.02036902714
1028	0.02036784577
1029	0.02033874386
1030	0.02033851286
1031	0.02033860526
1032	0.02033132071
1033	0.02032488093
1034	0.02026686191
1035	0.02026580429
1036	0.020263364
1037	0.020259645
1038	0.02025959881
1039	0.02025793895
1040	0.02021658942
1041	0.02021660922
1042	0.02021649868
1043	0.02021644258
1044	0.0202138241
1045	0.02021386865
1046	0.0202102173
1047	0.02021019585
1048	0.02021010345
1049	0.02020653625
1050	0.0202044507
1051	0.02012072538
1052	0.02008177158
1053	0.02008165279
1054	0.02008162804
1055	0.02008165114
1056	0.02008160494
1057	0.02008154884
1058	0.02008156204
1059	0.02008137559
1060	0.02008130135
1061	0.0200792356
1062	0.02007722926
1063	0.02007621288
1064	0.02007323471
1065	0.02006981106
1066	0.02004801845
1067	0.02004704333
1068	0.02004699878
1069	0.02001162539
1070	0.02000845912
1071	0.02000845252
1072	0.02000856142
1073	0.02000295652
1074	0.02000309017
1075	0.01996713599
1076	0.01996706505
1077	0.0199669413
1078	0.01996449112
1079	0.01996148325
1080	0.0199614684
1081	0.01995848528
1082	0.01995645253
1083	0.01995259494
1084	0.01994584992
1085	0.01991499906
1086	0.0199097192
1087	0.01990962186
1088	0.01990939251
1089	0.01990800655
1090	0.01979370755
1091	0.01979369105
1092	0.01978724138
1093	0.01978424011
1094	0.01978185097
1095	0.01975165514
1096	0.01975160894
1097	0.01969013491
1098	0.01968746363
1099	0.01968346744
1100	0.01968091661
1101	0.01967698972
1102	0.01953081029
1103	0.01949752904
1104	0.01949718255
1105	0.01949528345
1106	0.01949329361
1107	0.01949323751
1108	0.01949310221
1109	0.01937697671
1110	0.01937103192
1111	0.01932861158
1112	0.01932853073
1113	0.01932850433
1114	0.01932847793
1115	0.01932839048
1116	0.01932825023
1117	0.01932828158
1118	0.01932813474
1119	0.01932558556
1120	0.01932462198
1121	0.01932166361
1122	0.01932145242
1123	0.01932154647
1124	0.01931859305
1125	0.01931856665
1126	0.0193184429
1127	0.0193185089
1128	0.0193131218
1129	0.0192724174
1130	0.01927206761
1131	0.01927215341
1132	0.01927195541
1133	0.01927203131
1134	0.01926903169
1135	0.01920791735
1136	0.01920793385
1137	0.01920789095
1138	0.01920555462
1139	0.01920536157
1140	0.01920533517
1141	0.01920539952
1142	0.01920192471
1143	0.01920196431
1144	0.01917136094
1145	0.01916837452
1146	0.01916834977
1147	0.01916601509
1148	0.01916078803
1149	0.01915740232
1150	0.01911974539
1151	0.019119686
1152	0.01911676393
1153	0.01911666493
1154	0.01911662533
1155	0.01911657088
1156	0.01906310243
1157	0.0190586723
1158	0.01905545159
1159	0.01905532454
1160	0.01904659628
1161	0.01904662103
1162	0.01901343053
1163	0.01900945909
1164	0.01900606183
1165	0.01896750403
1166	0.01896741988
1167	0.01896744628
1168	0.01896739018
1169	0.01896743638
1170	0.01896727798
1171	0.01896731758
1172	0.01896718229
1173	0.01896719218
1174	0.01896729283
1175	0.01896716744
1176	0.01896545808
1177	0.01896543993
1178	0.01896432786
1179	0.01896431466
1180	0.01896436416
1181	0.01896414967
1182	0.01895803163
1183	0.01895225349
1184	0.01885395906
1185	0.01885378416
1186	0.01885355812
1187	0.01885359607
1188	0.01885048755
1189	0.0188505288
1190	0.0188504694
1191	0.01885035886
1192	0.01884680155
1193	0.01884687085
1194	0.01884346534
1195	0.0188431007
1196	0.01880570777
1197	0.01880382187
1198	0.01880054341
1199	0.01877430252
1200	0.01877443122
1201	0.01877250737
1202	0.01877020568
1203	0.01874168951
1204	0.01874164991
1205	0.01874162846
1206	0.01874163176
1207	0.01874156741
1208	0.01874152616
1209	0.01874155091
1210	0.01874150471
1211	0.01874153276
1212	0.01874145356
1213	0.01874145521
1214	0.01874145521
1215	0.01874145521
1216	0.01874137766
1217	0.01874151131
1218	0.01873906938
1219	0.01873788801
1220	0.01873603016
1221	0.01870000174
1222	0.01870001164
1223	0.01870001824
1224	0.01869995884
1225	0.01869984994
1226	0.01869982684
1227	0.01869977899
1228	0.01869651043
1229	0.01869664243
1230	0.01869659293
1231	0.01869646753
1232	0.01869430444
1233	0.01869119428
1234	0.01869107218
1235	0.01868800326
1236	0.01868535178
1237	0.01865381289
1238	0.01865380464
1239	0.01865366934
1240	0.01865151285
1241	0.01865134291
1242	0.01865124391
1243	0.01865109376
1244	0.01865115316
1245	0.01858211079
1246	0.01858206624
1247	0.01858198044
1248	0.01858201014
1249	0.01858202994
1250	0.01858191609
1251	0.01858185834
1252	0.01858096737
1253	0.01858093767
1254	0.01858095582
1255	0.0185796771
1256	0.01857760146
1257	0.01857750246
1258	0.01857742986
1259	0.01857738037
1260	0.01857717247
1261	0.01855251884
1262	0.01855264094
1263	0.01854596852
1264	0.01854111105
1265	0.01853458548
1266	0.01852585226
1267	0.01848825143
1268	0.01845027112
1269	0.01845016387
1270	0.01842348574
1271	0.01840869059
1272	0.01840473235
1273	0.01840465645
1274	0.01840313189
1275	0.01840010918
1276	0.01839498112
1277	0.01838749362
1278	0.01838024207
1279	0.01828704435
1280	0.01828291451
1281	0.01825097962
1282	0.01825089053
1283	0.01824869939
1284	0.01824628385
1285	0.01824323143
1286	0.01824014602
1287	0.01820470498
1288	0.01820463898
1289	0.01820455483
1290	0.01820450699
1291	0.01820442119
1292	0.01820440799
1293	0.01820436344
1294	0.01820436344
1295	0.01820419184
1296	0.01820420339
1297	0.01820420339
1298	0.01820430074
1299	0.01820424629
1300	0.01820425619
1301	0.01820212115
1302	0.01820082429
1303	0.01819876514
1304	0.0181099629
1305	0.0181082321
1306	0.0181081034
1307	0.0181081232
1308	0.01810282685
1309	0.01810012092
1310	0.0180971906
1311	0.01806914136
1312	0.01806925851
1313	0.01806923706
1314	0.01806915126
1315	0.01806914796
1316	0.01806911661
1317	0.01806910836
1318	0.01806903906
1319	0.01806900111
1320	0.01806881137
1321	0.01806881797
1322	0.01806883447
1323	0.01806886912
1324	0.01806889057
1325	0.01806570945
1326	0.01806505607
1327	0.01805992636
1328	0.01805993461
1329	0.01801668928
1330	0.01801509543
1331	0.01801500798
1332	0.01801501623
1333	0.01801483473
1334	0.01801230205
1335	0.01800957303
1336	0.01800953838
1337	0.01797108782
1338	0.01797106472
1339	0.01797082218
1340	0.01797085353
1341	0.01797071823
1342	0.01797081723
1343	0.01797073473
1344	0.01797076443
1345	0.0179682268
1346	0.01796530803
1347	0.01796528328
1348	0.01796513148
1349	0.01796516778
1350	0.01796268625
1351	0.01793223798
1352	0.0179276577
1353	0.01792767585
1354	0.01792770225
1355	0.01792279198
1356	0.01792075759
1357	0.01786389518
1358	0.01786254717
1359	0.01785926046
1360	0.01785919116
1361	0.01785478248
1362	0.01784980291
1363	0.01784753752
1364	0.01781738129
1365	0.01781738129
1366	0.01779422252
1367	0.01774126226
1368	0.01774130186
1369	0.01774115666
1370	0.01774122926
1371	0.01774111706
1372	0.01774118306
1373	0.01774112366
1374	0.01765066652
1375	0.01765065002
1376	0.01765028373
1377	0.01764902976
1378	0.01764919806
1379	0.01764904626
1380	0.01764908586
1381	0.01764829388
1382	0.01760091707
1383	0.01760090387
1384	0.01760000794
1385	0.01760005744
1386	0.01759813359
1387	0.0175961058
1388	0.01756647095
1389	0.01756628121
1390	0.01756479625
1391	0.01756465435
1392	0.01753761819
1393	0.01753761819
1394	0.01753753239
1395	0.01753755714
1396	0.01753750599
1397	0.01753753734
1398	0.01753742349
1399	0.01753748124
1400	0.0175371034
1401	0.0175371034
1402	0.0175371034
1403	0.0175371034
1404	0.01753638732
1405	0.01753638072
1406	0.01753633287
1407	0.01753562174
1408	0.01753556234
1409	0.01753546995
1410	0.0175352175
1411	0.01753524225
1412	0.01753513995
1413	0.01753375729
1414	0.01753375069
1415	0.0175335362
1416	0.01753285807
1417	0.01753288612
1418	0.01753018349
1419	0.01745237655
1420	0.0174523023
1421	0.0174523056
1422	0.01745221815
1423	0.01745058635
1424	0.01745060615
1425	0.01744632121
1426	0.01744623707
1427	0.01744306915
1428	0.01737051072
1429	0.01737049422
1430	0.01737034738
1431	0.01737029623
1432	0.01737029293
1433	0.01737026653
1434	0.01737017743
1435	0.01734657647
1436	0.01734428303
1437	0.01734433253
1438	0.01730239727
1439	0.01730227847
1440	0.01727446683
1441	0.01727442063
1442	0.01727247368
1443	0.01727020335
1444	0.01726748422
1445	0.01726730602
1446	0.01726445985
1447	0.01726137278
1448	0.01723216528
1449	0.01723220818
1450	0.01723206298
1451	0.01723201018
1452	0.01723185839
1453	0.01723189469
1454	0.01723065887
1455	0.01723056647
1456	0.01720443613
1457	0.01720451203
1458	0.01717901362
1459	0.01717886512
1460	0.01717887997
1461	0.01717632749
1462	0.01717132648
1463	0.0171207075
1464	0.01712053921
1465	0.01711935619
1466	0.01711935619
1467	0.01711939744
1468	0.01711930834
1469	0.01711744059
1470	0.01711581869
1471	0.01711572959
1472	0.01711101897
1473	0.01707911543
1474	0.01707906263
1475	0.01707900488
1476	0.01707872274
1477	0.01707694409
1478	0.01704719045
1479	0.01704717725
1480	0.01704713105
1481	0.0170470172
1482	0.0170470403
1483	0.01704681591
1484	0.01704683076
1485	0.01704678291
1486	0.01704607673
1487	0.01704603713
1488	0.01704428488
1489	0.01704429808
1490	0.01704414463
1491	0.01704262832
1492	0.01704038603
1493	0.01704029364
1494	0.01704030849
1495	0.01704014679
1496	0.01704009234
1497	0.01703743426
1498	0.01700550433
1499	0.01700555878
1500	0.01700546143
1501	0.01700432626
